address,lat,lng
"Av. Corrientes 1565, CABA",-58.388872,-34.604176
"Av.Corrientes 1428, CABA",-58.386975,-34.604107
"Quevedo 3365, CABA",-58.518108,-34.611791
"Vuelta de Obligado 2199, CABA",-58.456499,-34.560507
"Av. Cabildo 2829, CABA",-58.461771,-34.556061
"Lavalle 780, CABA",-58.377785,-34.602406
"Simbron 4821 PB, CABA",NA,NA
"Piedras 1856, CABA",-58.373182,-34.629993
"Chacabuco 874, CABA",-58.375838,-34.618279
"Humberto 1º 2758, CABA",-58.403422,-34.622631
"Nicaragua 5549, CABA",-58.433021,-34.581993
"Yerbal 1657, CABA",-58.453823,-34.624128
"Av.Corrientes 5008, CABA",-58.436557,-34.600702
"Guatemala 4328, CABA",-58.420721,-34.588902
"Gorriti 3780, CABA",-58.418163,-34.595532
"Acuña de Figueroa 1030, CABA",-58.422033,-34.598976
"Gallo 333, CABA",-58.413265,-34.604713
"Bacacay 2414, CABA",-58.464008,-34.626526
"Guardia Vieja 3811, CABA",-58.418076,-34.600884
"Costa Rica 4848, CABA",-58.428748,-34.587075
"Arévalo 1376, CABA",-58.444009,-34.584045
"Luis María Drago 236, CABA",-58.436866,-34.601923
"Av. Santa Fe 4560, CABA",-58.425026,-34.578985
"Cochabamba 2536, CABA",-58.400839,-34.625036
"Pringles 1249, CABA",-58.426303,-34.597323
"Av.Boedo 830, CABA",-58.416253,-34.622820
"Av. Juan De Garay 2900, CABA",-58.405334,-34.629254
"Av.Córdoba 4379, CABA",-58.427785,-34.595594
"Aráoz 832, CABA",-58.432389,-34.596862
"Thorne 493, CABA",-58.450644,-34.630300
"Av.Corrientes 5426, CABA",-58.441009,-34.597945
"Av. San Juan 1826, CABA",-58.391955,-34.622841
"Valdenegro 2636, CABA",-58.482996,-34.570417
"Guatemala 4516, CABA",-58.422826,-34.587685
"Av. Chiclana 3045, CABA",-58.407167,-34.630974
"Av. Rivadavia 3832, CABA",-58.420169,-34.611318
"Rincón 1330, CABA",-58.394685,-34.624576
"Remedios Escalada de San Martín 332, CABA",-58.449777,-34.600130
"Pasco 689, CABA",-58.397693,-34.617151
"Sarmiento 3096, CABA",-58.409914,-34.606752
"Mario Bravo 441, CABA",-58.416913,-34.604909
"Pje. Pablo Soria 4940, CABA",NA,NA
"M. T. de Alvear 1155 PB Local A Semi Sotano, CABA",NA,NA
"Av. Hipolito Yrigoyen 4071, CABA",-58.423946,-34.614737
"Av. Gaona 2601, CABA",-58.463275,-34.615228
"Aráoz de Lamadrid 1001, CABA",-58.366385,-34.639669
"Av.Córdoba 4335, CABA",-58.427439,-34.595806
"Moreno 364, CABA",-58.371534,-34.611306
"Sánchez de Loria 745, CABA",-58.412735,-34.618595
"Sánchez de Bustamante 772, CABA",-58.414124,-34.601489
"Av. Gral. Iriarte 2290, CABA",-58.379430,-34.649450
"Balcarce 725, CABA",-58.370312,-34.616286
"Av. Córdoba 5219, CABA",-58.436406,-34.589985
"Honduras 4648, CABA",-58.426469,-34.591217
"Jean Jaures 347, CABA",-58.409635,-34.605987
"NA, CABA",NA,NA
"NA, CABA",NA,NA
"Av. Corrientes 2037/49, CABA",NA,NA
"Av. Elcano 3835, CABA",-58.460612,-34.581219
"Av. Estado de Israel 4126, CABA",-58.423765,-34.597915
"Niceto Vega 5662. Timbre 10, CABA",NA,NA
"Ciudad de la Paz 1937, CABA",-58.456297,-34.564155
"Libertad 757, CABA",-58.383944,-34.599759
"Av. Scalabrini Ortiz 1828, CABA",-58.423043,-34.589524
"Av. Córdoba 1526, CABA",-58.388579,-34.599459
"Bolívar 1478, CABA",-58.372593,-34.625280
"Av. Córdoba 1552, CABA",-58.389035,-34.599485
"Cuenca 2327, CABA",-58.489065,-34.608694
"Av.Crámer 2455, CABA",-58.464104,-34.561388
"Galicia 102, CABA",-58.444818,-34.601601
"Juncal 1107, CABA",-58.382941,-34.592833
"Av. Álvarez Thomas 3040, CABA",-58.482022,-34.572541
"Fitz Roy 2495, CABA",-58.428779,-34.577642
"Sarmiento 1185, CABA",-58.383401,-34.605056
"Av. José M.Moreno 370, CABA",-58.434740,-34.622411
"Sarmiento 820, CABA",-58.378313,-34.604795
"Av. Cabildo 1577, CABA",-58.451786,-34.566250
"Av. de Mayo 724, CABA",-58.376756,-34.608808
"Av.Santa Fe 1441, CABA",-58.387679,-34.595659
"Libertad 1165 (1012), CABA",NA,NA
"Av. José María Moreno 190 (1424) CABA, CABA",NA,NA
"Av.Santa Fe 4386, CABA",-58.423445,-34.580099
